"customer_name";"customer_email";"product_name";"quantity_sold";"sale_amount";"sale_date";"transaction_ID"
"Karolina Girardey";"kgirardeykd@uiuc.edu";"Fish - Tuna";4;184;"2023-09-05";734
"Rubina Faux";"rfauxke@instagram.com";"Apples - Green";1;42;"2023-06-15";735
"Caz Howley";"chowleykf@altervista.org";"Soft Drink - Cola";10;27;"2024-01-31";736
"Dudley Challace";"dchallacekg@nifty.com";"Soft Drink - Cola";2;53;"2024-11-27";737
"Sioux Handke";"shandkekh@dedecms.com";"Chips - Barbecue";2;83;"2024-12-22";738
"Sissy Mabbe";"smabbeki@cbsnews.com";"Rice - Basmati";8;121;"2023-06-24";739
"Hope Hodge";"hhodgekj@telegraph.co.uk";"Fish - Salmon";6;120;"2024-10-25";740
"Burnard Mogridge";"bmogridgekk@webs.com";"Cereal - Cornflakes";9;22;"2024-03-14";741
"Dorena Tremouille";"Unknown";"Rice - Jasmine";6;108;"2024-11-21";742
"Ram Earlam";"rearlamkm@whitehouse.gov";"Eggs - 12 Pack";5;175;"2024-04-11";743
"Yorke Vakhlov";"yvakhlovkn@angelfire.com";"Butter - Salted";5;278;"2024-06-27";744
"Hoebart Guidi";"hguidikp@newyorker.com";"Eggs - 12 Pack";10;32;"2023-05-19";746
"Torrey Waszkiewicz";"twaszkiewiczkr@upenn.edu";"Ice ream - Chocolate";4;24;"2024-09-14";748
"Dosi Ridgewell";"dridgewellkt@usgs.gov";"Ice Cream - Vanilla";3;90;"2024-07-27";750
"Unknown";"trameletkv@homestead.com";"Cereal - Cornflakes";4;276;"2024-11-05";752
"Lissie Cardoo";"lcardookw@sbwire.com";"Onions - 1kg";8;77;"2024-01-29";753
"Muhammad McCrossan";"mmccrossanl0@symantec.com";"Yogurt - Strawberry";2;251;"2024-05-04";757
"Nate Hupka";"nhupkal1@unesco.org";"Juice - Orange";2;261;"2023-10-08";758
"Rebekah Rosengarten";"rrosengartenl2@quantcast.com";"Juice - Apple";4;252;"2023-11-08";759
"Asher Allans";"aallansl3@ca.gov";"Cheese - Cheddar";4;25;"2023-10-26";760
"Jamil Beardow";"jbeardowl4@themeforest.net";"Chicken - Thigh";3;138;"2023-09-08";761
"Luther Letessier";"lletessierl5@ucoz.ru";"Oranges";1;281;"2024-05-11";762
"Elise Chifney";"echifneyl6@usda.gov";"Cheese - Cheddar";10;137;"2023-07-03";763
"Max Mullarkey";"mmullarkeyl8@reddit.com";"Bread - White";2;286;"2024-04-22";765
"Welch Taft";"wtaftla@google.de";"Bananas";5;2;"2023-05-24";767
"Emmy Dayes";"edayeslb@blog.com";"Juice - Orange";8;149;"2023-09-27";768
"Tomi Tree";"ttreelc@ovh.net";"Beef - Ground";5;210;"2023-05-19";769
"Cart Maffulli";"cmaffullild@sciencedaily.com";"Rice - Jasmine";7;36;"2023-10-08";770
"Gregg Harmes";"Unknown";"Chicken - Thigh";6;44;"2024-08-20";771
"Agnese Yokley";"Unknown";"Cereal - Chocolate";3;149;"2024-06-15";772
"Norman Brokenshaw";"nbrokenshawlg@geocities.jp";"Potatoes - 1kg";7;187;"2023-11-24";773
"Elvera Laight";"Unknown";"Water - Bottled";3;163;"2023-11-27";776
"Ivonne Carbry";"icarbrylk@over-blog.com";"Pasta - Penne";9;256;"2023-12-10";777
"Merlina Davidoff";"mdavidofflm@netlog.com";"Cheese - Mozzarella";3;259;"2024-08-19";779
"Merwyn Ockwell";"mockwellln@blogs.com";"Soft Drink - Cola";1;254;"2024-02-20";780
"Joey McIlwrick";"jmcilwricklo@si.edu";"Ice Cream - Vanilla";4;264;"2023-05-28";781
"Lilllie Moffett";"lmoffettlp@upenn.edu";"Yogurt - Plain";2;174;"2023-12-10";782
"Corney Sneath";"csneathlq@google.co.jp";"Milk";3;132;"2024-11-24";783
"Arthur Figge";"afiggelr@creativecommons.org";"Milk";1;268;"2024-08-27";784
"Nicholle Quail";"nquaillt@yahoo.com";"Soft Drink - Lemon";7;128;"2024-09-09";786
"Eamon Fairham";"efairhamlu@google.com.hk";"Apples - Green";5;38;"2023-11-29";787
"Tessa Ellinor";"tellinorlv@mit.edu";"Beef - Steak";8;199;"2024-09-28";788
"Maud Charlon";"mcharlonlw@rediff.com";"Rice - Basmati";5;166;"2024-01-16";789
"Christophorus Bolding";"cboldingly@sitemeter.com";"Juice - Orange";7;163;"2024-06-20";791
"Nora Seint";"nseintm1@ucoz.com";"Water - Bottled";5;101;"2023-11-16";794
"Aksel Tylor";"atylorm2@deliciousdays.com";"Milk";6;244;"2024-02-21";795
"Jeanna Grigoliis";"jgrigoliism3@sciencedirect.com";"Oranges";5;213;"2024-07-01";796
"Kippar Tsarovic";"ktsarovicm4@odnoklassniki.ru";"Oranges";2;176;"2024-01-12";797
"Innis Serrurier";"iserrurierm5@friendfeed.com";"Chips - Barbecue";10;41;"2024-10-28";798
"Rudolf Robrose";"rrobrosem7@google.com.hk";"Fish - Salmon";1;51;"2023-08-30";800
"Pasquale Willoughey";"pwillougheym8@themeforest.net";"Potatoes - 1kg";9;123;"2024-08-01";801
"Frederic Bartholomieu";"fbartholomieum9@over-blog.com";"Chips - Salted";2;146;"2023-07-17";802
"Luce Bolstridge";"lbolstridgemc@purevolume.com";"Milk";3;70;"2024-05-01";805
"Cristin Nanelli";"cnanellime@uiuc.edu";"Fish - Salmon";2;51;"2024-02-13";807
"Trumann Gorcke";"tgorckemf@go.com";"Bananas";10;83;"2024-01-11";808
"Giff Crosser";"gcrossermg@sohu.com";"Chips - Salted";9;173;"2023-05-07";809
"Dwayne Wickmann";"dwickmannmh@studiopress.com";"Pasta - Penne";8;204;"2023-07-23";810
"Stan OIlier";"Unknown";"Water - Bottled";5;239;"2024-07-02";813
"Zach Toffanelli";"ztoffanelliml@flavors.me";"Bread - White";10;62;"2023-05-11";814
"Lettie Haukey";"lhaukeymm@businessinsider.com";"Apples - Green";9;3;"2023-10-14";815
"Avigdor Gately";"agatelymn@technorati.com";"Pasta - Spaghetti";2;175;"2024-05-31";816
"Leighton Marshfield";"Unknown";"Yogurt - Strawberry";5;96;"2024-12-08";817
"Theo Lamswood";"tlamswoodmp@google.it";"Carrots - 1kg";6;113;"2023-06-28";818
"Goran Pitblado";"gpitbladomq@wufoo.com";"Apples - Red";3;181;"2023-05-15";819
"Mozes Brindley";"mbrindleymr@goodreads.com";"Fish - Salmon";8;273;"2024-02-14";820
"Konrad O'Hengerty";"kohengertymt@ca.gov";"Pasta - Spaghetti";5;2;"2024-09-02";822
"Scarlet Grimwade";"sgrimwademu@deliciousdays.com";"Soft Drink - Lemon";2;44;"2023-08-15";823
"Unknown";"cheathcottmv@zimbio.com";"Chicken - Thigh";2;96;"2023-10-29";824
"Rhea Chaudhry";"rchaudhrymw@squidoo.com";"Fish - Tuna";2;261;"2023-08-04";825
"Abelard Vanner";"Unknown";"Chips - Barbecue";3;247;"2023-05-06";826
"Jeanie Oneil";"joneilmz@unc.edu";"Milk";6;180;"2024-12-28";828
"Marysa Eadie";"meadien0@harvard.edu";"Water - Bottled";2;20;"2024-09-06";829
"Caritta Broadhurst";"cbroadhurstn1@usda.gov";"Carrots - 1kg";4;106;"2024-07-31";830
"Unknown";"Unknown";"Ice Cream - Chocolate";1;138;"2023-10-13";832
"Odele Bolte";"obolten4@ox.ac.uk";"Butter - Unsalted";10;265;"2023-08-18";833
"Caye Handy";"chandyn5@cargocollective.com";"Eggs - 12 Pack";9;272;"2024-08-06";834
"Dominica Doblin";"ddoblinn6@facebook.com";"Chips - Barbecue";3;17;"2024-10-03";835
"Corny Selborne";"Unknown";"Cheese - Cheddar";7;171;"2024-07-16";836
"Tyrus Cossom";"tcossomnb@theatlantic.com";"Apples - Green";6;11;"2024-03-30";840
"Erinna Gailor";"egailornc@msn.com";"Oranges";7;228;"2024-08-24";841
"Umberto Cordobes";"ucordobesnd@alibaba.com";"Bread - Whole Wheat";4;138;"2023-12-23";842
"Morna Silber";"Unknown";"Chicken - Breast";3;115;"2024-05-30";844
"Alard Meachem";"ameachemng@drupal.org";"Chips - Salted";9;299;"2024-12-29";845
"Fleming Sharpus";"Unknown";"Juice - Orange";8;136;"2023-12-03";846
"Jonathan Luter";"jluterni@angelfire.com";"Milk";8;197;"2023-11-30";847
"Dayle Blight";"dblightnj@merriam-webster.com";"Water - Bottled";5;250;"2024-09-18";848
"Lanie Gascoyne";"lgascoynenl@alibaba.com";"Juice - Orange";7;42;"2024-03-10";850
"Gabe Ackroyd";"Unknown";"Yogurt - Plain";7;126;"2024-08-27";852
"Merrill Eseler";"Unknown";"Ice Cream - Chocolate";9;281;"2024-03-27";853
"Will Aldis";"Unknown";"Chips - Salted";3;184;"2023-08-20";854
"Owen Huddles";"ohuddlesnq@techcrunch.com";"Fish - Salmon";7;243;"2023-10-09";855
"Georgianne Bohike";"Unknown";"Ice Cream - Chocolate";10;10;"2023-12-09";856
"Connie Hammond";"chammondns@washingtonpost.com";"Water - Bottled";9;224;"2024-04-07";857
"Paule Crocetti";"pcrocettinu@amazon.de";"Potatoes - 1kg";5;95;"2024-10-08";859
"Ardelle Northill";"Unknown";"Eggs - 6 Pack";1;158;"2023-11-16";860
"Aliza Hyne";"ahynenx@com.com";"Cheese - Cheddar";4;270;"2023-08-08";862
"Susi Cowern";"Unknown";"Chicken - Breast";4;270;"2024-08-03";863
"Kerstin Seagar";"Unknown";"Fish - Salmon";5;163;"2023-05-30";864
"Unknown";"glangfortho0@oracle.com";"Milk";2;84;"2024-11-07";865
"Shelba Ings";"Unknown";"Butter - Salted";3;66;"2024-09-05";866
"Pansy Jerdon";"pjerdono2@list-manage.com";"Chicken - Thigh";5;17;"2024-01-31";867
"Morgen Fewell";"mfewello4@bloglines.com";"Rice - Basmati";9;238;"2024-03-14";869
"Doreen Fulham";"dfulhamo5@istockphoto.com";"Rice - Jasmine";6;64;"2024-01-03";870
"Xylina Volkers";"xvolkerso6@feedburner.com";"Juice - Apple";5;286;"2024-09-17";871
"Linell McColley";"Unknown";"Pasta - Penne";2;3;"2024-12-05";872
"Kennie Andrzejewski";"kandrzejewskio8@thetimes.co.uk";"Eggs - 12 Pack";8;290;"2023-09-14";873
"Theobald Trythall";"Unknown";"Chips - Salted";9;265;"2024-11-30";875
"Gael Raggett";"graggettoc@scribd.com";"Water - Bottled";4;83;"2024-11-06";877
"Flem Jerrold";"Unknown";"Cheese - Mozzarella";1;180;"2024-02-16";878
"Ranique Braunlein";"rbraunleinoe@wufoo.com";"Ice Cream - Vanilla";7;288;"2023-08-09";879
"Nathaniel Gorch";"Unknown";"Rice - Jasmine";5;273;"2024-03-08";880
"Isac Mussetti";"imussettioj@mac.com";"Fish - Tuna";9;14;"2024-07-25";884
"Gerri Kerrigan";"gkerriganol@yelp.com";"Soft Drink - Cola";5;97;"2024-08-19";886
"Leeland Pocke";"lpockeom@yahoo.com";"Pasta - Spaghetti";9;137;"2024-04-06";887
"Ulrich Cornish";"ucornishon@google.de";"Butter - Salted";3;204;"2023-07-29";888
"Yorke Mowne";"ymowneoo@admin.ch";"Soft Drink - Lemon";10;72;"2024-11-13";889
"Unknown";"gtrenholmor@51.la";"Soft Drink - Cola";10;29;"2023-06-27";892
"Almeda Steere";"Unknown";"Chicken - Breast";4;32;"2024-03-05";893
"Bert Edgerton";"bedgertonot@webmd.com";"Ice Cream - Chocolate";5;160;"2023-05-21";894
"Beaufort Cino";"Unknown";"Cereal - Chocolate";2;4;"2023-07-02";895
"Giavani Sheahan";"gsheahanov@nytimes.com";"Oranges";1;88;"2023-05-29";896
"Helenelizabeth Dunkerly";"hdunkerlyow@soundcloud.com";"Rice - Jasmine";2;29;"2024-08-28";897
"Bjorn Sibbald";"bsibbaldoy@xrea.com";"Ice Cream - Chocolate";7;165;"2023-06-01";899
"Unknown";"hdavydochp1@illinois.edu";"Ice Cream - Vanilla";3;265;"2024-12-04";902
"Unknown";"klaisep2@ted.com";"Oranges";4;212;"2023-12-07";903
"Corbin Peters";"cpetersp3@squarespace.com";"Chicken - Breast";4;297;"2024-11-12";904
"Madonna Sigart";"msigartp4@twitpic.com";"Milk";3;264;"2023-10-21";905
"Marquita Rigler";"mriglerp5@instagram.com";"Oranges";7;13;"2024-08-07";906
"Phyllida Chalcroft";"pchalcroftp6@list-manage.com";"Ice Cream - Vanilla";3;49;"2024-08-05";907
"Toddie Gresty";"tgrestyp7@columbia.edu";"Chips - Salted";5;32;"2024-08-23";908
"Rosanne Mulgrew";"rmulgrewp8@yale.edu";"Bananas";3;49;"2024-03-16";909
"Van Jeckells";"vjeckellspa@abc.net.au";"Onions - 1kg";3;277;"2023-06-05";911
"Dyane Yakutin";"dyakutinpb@nih.gov";"Cheese - Mozzarella";4;128;"2024-01-26";912
"Eugenius Iseton";"eisetonpc@paypal.com";"Butter - Salted";4;142;"2024-06-09";913
"Andris Cusiter";"Unknown";"Bread - Whole Wheat";4;293;"2023-12-11";914
"Jamima Dewberry";"jdewberrypf@ehow.com";"Cereal - Cornflakes";7;177;"2023-07-27";916
"Emeline Missington";"emissingtonpg@usgs.gov";"Juice - Apple";4;135;"2024-12-22";917
"Crin Mapis";"cmapisph@pcworld.com";"Cheese - Mozzarella";8;291;"2023-07-11";918
"Edin Giamuzzo";"egiamuzzopi@is.gd";"Eggs - 12 Pack";7;199;"2024-08-25";919
"Dee Tousy";"dtousypj@pagesperso-orange.fr";"Waer - Bottled";2;53;"2024-09-14";920
"Hollis Jimpson";"hjimpsonpk@house.gov";"Soft Drink - Cola";4;167;"2023-05-23";921
"Seth Dungay";"sdungaypl@pbs.org";"Juice - Apple";9;212;"2024-09-04";922
"Anton Sisley";"asisleypn@washington.edu";"Juice - Apple";7;143;"2024-03-02";924
"Jacquetta Irnys";"jirnyspo@icq.com";"Beef - Steak";2;168;"2024-09-19";925
"Moshe Jalland";"mjallandpp@bloglines.com";"Apples - Green";10;94;"2024-02-04";926
"Unknown";"eisakssonpq@github.io";"Yogurt - Strawberry";3;30;"2025-01-03";927
"Zara Pevsner";"zpevsnerpr@hud.gov";"Bananas";9;109;"2023-11-21";928
"Tabby Amburgy";"tamburgyps@blogger.com";"Fish - Salmon";3;140;"2024-06-09";929
"Karena Peeke";"kpeekepu@xinhuanet.com";"Onions - 1kg";3;35;"2024-06-29";931
"Arney Standring";"astandringpv@freewebs.com";"Yogurt - Plain";8;245;"2023-07-02";932
"Herta Wilce";"hwilcepw@e-recht24.de";"Eggs - 12 Pack";9;233;"2024-04-10";933
"Chastity Wickerson";"cwickersonpx@odnoklassniki.ru";"Cheese - Cheddar";6;248;"2023-08-12";934
"Dominga Emptage";"demptagepy@mapy.cz";"Ice Cream - Chocolate";1;225;"2024-04-19";935
"Arly Hurtado";"ahurtadopz@buzzfeed.com";"Fish - Tuna";8;168;"2023-12-23";936
"Annette Ball";"aballq0@jigsy.com";"Apples - Green";6;93;"2024-08-09";937
"Culver Kernermann";"ckernermannq1@skype.com";"Cheese - Mozzarella";7;16;"2024-05-15";938
"Reiko Staniland";"Unknown";"Ice Cream - Chocolate";3;77;"2024-07-03";940
"Maudie Skilton";"mskiltonq4@github.com";"Cheese - Cheddar";2;62;"2023-12-26";941
"Unknown";"lcreganq5@youtube.com";"Pasta - Spaghetti";10;275;"2023-09-08";942
"Joelle Nerne";"jnerneq7@tinypic.com";"Apples - Red";9;13;"2023-09-08";944
"Lauryn Hatwells";"Unknown";"Yogurt - Plain";3;185;"2023-07-20";945
"Geordie Boothby";"gboothbyq9@google.pl";"Cereal - Chocolate";5;202;"2024-07-23";946
"Gale Mulqueen";"gmulqueenqa@yellowbook.com";"Milk";6;189;"2024-07-09";947
"Susana Corsan";"scorsanqc@blogs.com";"Chicken - Breast";10;284;"2024-06-10";949
"Unknown";"djansaqd@skype.com";"Fish - Tuna";1;133;"2023-12-21";950
"Stepha Gjerde";"sgjerdeqe@rambler.ru";"Cheese - Cheddar";10;245;"2024-10-10";951
"Page McCleod";"pmccleodqf@fc2.com";"Cereal - Chocolate";5;86;"2024-10-26";952
"Unknown";"rboltonqh@lulu.com";"Juice - Apple";8;181;"2024-08-22";954
"Darsie Korneluk";"Unknown";"Milk";8;58;"2023-05-22";955
"Rory Shorthill";"rshorthillqk@bizjournals.com";"Milk";10;296;"2023-10-11";957
"Caryl Storks";"cstorksql@about.com";"Butter - Unsalted";7;53;"2023-07-28";958
"Marie-jeanne Rigney";"mrigneyqm@digg.com";"Cheese - Mozzarella";5;236;"2024-07-24";959
"Rogers Arghent";"rarghentqo@miibeian.gov.cn";"Ice Cream - Chocolate";10;245;"2024-12-18";961
"Chrissie Milesop";"cmilesopqq@mashable.com";"Chicken - Thigh";6;48;"2023-07-02";963
"Elicia Heineken";"eheinekenqt@multiply.com";"Apples - Red";8;169;"2024-07-07";966
"Bird Gillise";"bgillisequ@cocolog-nifty.com";"Soft Drink - Lemon";3;41;"2024-06-16";967
"Wylma Clere";"wclereqv@biglobe.ne.jp";"Onions - 1kg";6;24;"2024-06-08";968
"Kelila Bearcroft";"Unknown";"Pasta - Spaghetti";10;46;"2023-09-07";969
"Teodor Genty";"tgentyqx@gnu.org";"Yogurt - Strawberry";9;28;"2023-06-01";970
"Julianna Aynscombe";"Unknown";"Beef - Ground";10;140;"2025-01-05";972
"Dyane Mulcaster";"Unknown";"Yogurt - Strawberry";1;57;"2023-07-20";973
"Teresa Harrow";"tharrowr1@foxnews.com";"Juice - Apple";10;33;"2023-08-18";974
"Unknown";"tclemotr2@nymag.com";"Cereal - Cornflakes";7;80;"2023-10-25";975
"Alvira Baudou";"abaudour3@flavors.me";"Chicken - Thigh";5;14;"2024-06-16";976
"Jacenta Petofi";"jpetofir4@slate.com";"Ice Cream - Vanilla";6;39;"2024-02-19";977
"Isabel Carlisso";"icarlissor5@craigslist.org";"Bananas";2;63;"2023-07-05";978
"Pietra Grayer";"pgrayerr6@nationalgeographic.com";"Yogurt - Plain";4;237;"2023-06-04";979
"Dix Vauter";"dvauterr8@wunderground.com";"Onions - 1kg";4;222;"2023-11-03";981
"Nathanil Leathers";"nleathersrc@163.com";"Chips - Salted";9;136;"2024-08-08";985
"Glen Lorent";"glorentrd@rambler.ru";"Potatoes - 1kg";9;38;"2023-10-19";986
"Unknown";"ttoolinrf@google.nl";"Yogurt - Strawberry";1;263;"2024-09-23";988
"Rudiger Venner";"rvennerrh@w3.org";"Apples - Green";7;256;"2023-09-18";990
"Dorisa Padilla";"dpadillari@elpais.com";"Pasta - Spaghetti";3;188;"2024-01-04";991
"Eveleen Dafydd";"edafyddrk@yolasite.com";"Cereal - Cornflakes";4;189;"2023-12-06";993
"Brynn Smalles";"bsmallesrl@businessweek.com";"Cereal - Cornflakes";7;198;"2024-03-30";994
"Olia Dowall";"odowallrm@ucsd.edu";"Milk";3;156;"2023-09-20";995
"Dulcia Dellenty";"Unknown";"Butter - Unsalted";4;268;"2024-03-26";996
"Jayme Meeland";"jmeelandrp@facebook.com";"Chips - Salted";1;268;"2023-06-21";998
"Rhett Liversley";"rliversleyrq@w3.org";"Eggs - 6 Pack";1;200;"2024-09-08";999
"Polly Scrimshire";"pscrimshirerr@house.gov";"Chicken - Thigh";8;248;"2023-05-30";1000
"Micheal Sammy";"micheal67@gmail.com";"Eggs - 6 Pack";3;210;"2023-05-30";1003
"Daniel Owen";"danny12@yahoo.com";"Milk";1;50;"2023-05-04";1001
"George Will";"georgewill123@gmail.com";"Milk";1;50;"2023-07-12";1002
